name,kind,route_index,distance_m,road_option,carla_x,carla_y,carla_z,carla_yaw,road_id,section_id,lane_id,lane_width,s,is_junction
ROUTE_0158,mission_route_waypoint,158,324.018,RIGHT,91.80740356445312,-191.27786254882812,0.0,-15.433456420898438,622,0,1,3.5,5.906962442225588,True
ROUTE_0159,mission_route_waypoint,159,325.711,RIGHT,93.47181701660156,-191.58433532714844,0.0,-5.4326019287109375,622,0,1,3.5,3.90696244222559,True
ROUTE_0160,mission_route_waypoint,160,329.406,RIGHT,97.16707611083984,-191.56126403808594,0.0,1.4395599365234375,0,0,3,3.5,43.40999999999998,False
ROUTE_0161,mission_route_waypoint,161,329.406,LANEFOLLOW,97.16707611083984,-191.56126403808594,0.0,1.4395599365234375,0,0,3,3.5,43.40999999999998,False
ROUTE_0162,mission_route_waypoint,162,333.406,LANEFOLLOW,101.16581726074219,-191.4607696533203,0.0,1.4395599365234375,0,0,3,3.5,39.40999999999998,False
ROUTE_0163,mission_route_waypoint,163,335.406,LANEFOLLOW,103.1651840209961,-191.4105224609375,0.0,1.4395599365234375,0,0,3,3.5,37.40999999999998,False
ROUTE_0164,mission_route_waypoint,164,337.406,LANEFOLLOW,105.16455841064453,-191.3602752685547,0.0,1.4395599365234375,0,0,3,3.5,35.40999999999998,False
ROUTE_0165,mission_route_waypoint,165,339.406,LANEFOLLOW,107.1639175415039,-191.31004333496094,0.0,1.4395599365234375,0,0,3,3.5,33.40999999999998,False
ROUTE_0166,mission_route_waypoint,166,341.406,LANEFOLLOW,109.16329193115234,-191.25979614257812,0.0,1.4395599365234375,0,0,3,3.5,31.409999999999986,False
ROUTE_0167,mission_route_waypoint,167,343.406,LANEFOLLOW,111.16265869140625,-191.2095489501953,0.0,1.4395599365234375,0,0,3,3.5,29.40999999999999,False
ROUTE_0168,mission_route_waypoint,168,345.406,LANEFOLLOW,113.16202545166016,-191.1593017578125,0.0,1.4395599365234375,0,0,3,3.5,27.409999999999993,False
ROUTE_0169,mission_route_waypoint,169,347.406,LANEFOLLOW,115.1613998413086,-191.1090545654297,0.0,1.4395599365234375,0,0,3,3.5,25.409999999999997,False
ROUTE_0170,mission_route_waypoint,170,349.406,LANEFOLLOW,117.1607666015625,-191.05880737304688,0.0,1.4395599365234375,0,0,3,3.5,23.41,False
ROUTE_0171,mission_route_waypoint,171,351.406,LANEFOLLOW,119.1601333618164,-191.00857543945312,0.0,1.4395599365234375,0,0,3,3.5,21.410000000000004,False
ROUTE_0172,mission_route_waypoint,172,353.406,LANEFOLLOW,121.15950775146484,-190.9583282470703,0.0,1.4395599365234375,0,0,3,3.5,19.410000000000007,False
ROUTE_0173,mission_route_waypoint,173,355.406,LANEFOLLOW,123.15887451171875,-190.9080810546875,0.0,1.4395599365234375,0,0,3,3.5,17.41000000000001,False
ROUTE_0174,mission_route_waypoint,174,357.406,LANEFOLLOW,125.15824127197266,-190.8578338623047,0.0,1.4395599365234375,0,0,3,3.5,15.410000000000013,False
ROUTE_0175,mission_route_waypoint,175,359.406,LANEFOLLOW,127.15760803222656,-190.80758666992188,0.0,1.4395599365234375,0,0,3,3.5,13.410000000000014,False
ROUTE_0176,mission_route_waypoint,176,361.406,LANEFOLLOW,129.15696716308594,-190.75735473632812,0.0,1.4395599365234375,0,0,3,3.5,11.410000000000016,False
ROUTE_0177,mission_route_waypoint,177,363.406,LANEFOLLOW,131.15634155273438,-190.7071075439453,0.0,1.4395599365234375,0,0,3,3.5,9.410000000000018,False
ROUTE_0178,mission_route_waypoint,178,365.406,LANEFOLLOW,133.15570068359375,-190.6568603515625,0.0,1.4395599365234375,0,0,3,3.5,7.41000000000002,False
ROUTE_0179,mission_route_waypoint,179,367.406,LANEFOLLOW,135.1550750732422,-190.6066131591797,0.0,1.4395599365234375,0,0,3,3.5,5.4100000000000215,False
ROUTE_0180,mission_route_waypoint,180,369.406,LANEFOLLOW,137.15444946289062,-190.55636596679688,0.0,1.4395599365234375,0,0,3,3.5,3.4100000000000237,False
ROUTE_0181,mission_route_waypoint,181,372.816,LANEFOLLOW,140.56336975097656,-190.470703125,0.0,-358.5604248046875,499,0,1,3.5,26.110312057815694,True
ROUTE_0182,mission_route_waypoint,182,372.816,STRAIGHT,140.56336975097656,-190.470703125,0.0,-358.5604248046875,499,0,1,3.5,26.110312057815694,True
ROUTE_0183,mission_route_waypoint,183,374.816,STRAIGHT,142.56272888183594,-190.4204559326172,0.0,-358.5604248046875,499,0,1,3.5,24.110312057815698,True
ROUTE_0184,mission_route_waypoint,184,376.816,STRAIGHT,144.56211853027344,-190.37020874023438,0.0,1.4395599365234375,499,0,1,3.5,22.1103120578157,True
ROUTE_0185,mission_route_waypoint,185,378.974,STRAIGHT,146.71994018554688,-190.4024658203125,0.0,-3.765167236328125,499,0,1,3.5,20.110312057815705,True
ROUTE_0186,mission_route_waypoint,186,381.155,STRAIGHT,148.88600158691406,-190.65870666503906,0.0,-9.728622436523438,499,0,1,3.5,18.110312057815708,True
ROUTE_0187,mission_route_waypoint,187,383.336,STRAIGHT,151.01370239257812,-191.13861083984375,0.0,-15.692092895507812,499,0,1,3.5,16.11031205781571,True
ROUTE_0188,mission_route_waypoint,188,385.517,STRAIGHT,153.08004760742188,-191.83697509765625,0.0,-21.655563354492188,499,0,1,3.5,14.110312057815714,True
ROUTE_0189,mission_route_waypoint,189,387.51,STRAIGHT,154.91412353515625,-192.6145782470703,0.0,-21.404403686523438,499,0,1,3.5,12.110312057815715,True
ROUTE_0190,mission_route_waypoint,190,389.337,STRAIGHT,156.64630126953125,-193.19732666015625,0.0,-15.783477783203125,499,0,1,3.5,10.110312057815717,True
ROUTE_0191,mission_route_waypoint,191,391.165,STRAIGHT,158.42724609375,-193.6075897216797,0.0,-10.162567138671875,499,0,1,3.5,8.110312057815719,True
ROUTE_0192,mission_route_waypoint,192,392.992,STRAIGHT,160.23980712890625,-193.84146118164062,0.0,-4.5416412353515625,499,0,1,3.5,6.110312057815721,True
ROUTE_0193,mission_route_waypoint,193,394.853,STRAIGHT,162.09954833984375,-193.89999389648438,0.0,0.0,499,0,1,3.5,4.110312057815722,True
ROUTE_0194,mission_route_waypoint,194,396.853,STRAIGHT,164.0996856689453,-193.89999389648438,0.0,0.0,499,0,1,3.5,2.1103120578157246,True
ROUTE_0195,mission_route_waypoint,195,398.963,STRAIGHT,166.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,2.220446049250313e-14,False
ROUTE_0196,mission_route_waypoint,196,398.963,LANEFOLLOW,166.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,2.220446049250313e-14,False
ROUTE_0197,mission_route_waypoint,197,400.963,LANEFOLLOW,168.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,2.00000000000002,False
ROUTE_0198,mission_route_waypoint,198,402.963,LANEFOLLOW,170.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,4.000000000000018,False
ROUTE_0199,mission_route_waypoint,199,404.963,LANEFOLLOW,172.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,6.000000000000016,False
ROUTE_0200,mission_route_waypoint,200,406.963,LANEFOLLOW,174.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,8.000000000000014,False
ROUTE_0201,mission_route_waypoint,201,408.963,LANEFOLLOW,176.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,10.000000000000012,False
ROUTE_0202,mission_route_waypoint,202,410.963,LANEFOLLOW,178.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,12.00000000000001,False
ROUTE_0203,mission_route_waypoint,203,412.963,LANEFOLLOW,180.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,14.000000000000009,False
ROUTE_0204,mission_route_waypoint,204,414.963,LANEFOLLOW,182.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,16.000000000000004,False
ROUTE_0205,mission_route_waypoint,205,416.963,LANEFOLLOW,184.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,18.0,False
ROUTE_0206,mission_route_waypoint,206,418.963,LANEFOLLOW,186.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,19.999999999999996,False
ROUTE_0207,mission_route_waypoint,207,420.963,LANEFOLLOW,188.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,21.999999999999993,False
ROUTE_0208,mission_route_waypoint,208,422.963,LANEFOLLOW,190.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,23.99999999999999,False
ROUTE_0209,mission_route_waypoint,209,424.963,LANEFOLLOW,192.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,25.999999999999986,False
ROUTE_0210,mission_route_waypoint,210,426.963,LANEFOLLOW,194.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,27.999999999999982,False
ROUTE_0211,mission_route_waypoint,211,428.963,LANEFOLLOW,196.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,29.99999999999998,False
ROUTE_0212,mission_route_waypoint,212,430.963,LANEFOLLOW,198.20999145507812,-193.89999389648438,0.0,-0.0,65,0,-2,3.5,31.999999999999975,False
ROUTE_0213,mission_route_waypoint,213,432.663,LANEFOLLOW,199.90907287597656,-193.88214111328125,0.0,1.9691576957702637,65,0,-2,3.5,33.99999999999997,False
ROUTE_0214,mission_route_waypoint,214,434.213,LANEFOLLOW,201.45701599121094,-193.78912353515625,0.0,4.909854412078857,65,0,-2,3.5,35.99999999999997,False
ROUTE_0215,mission_route_waypoint,215,435.764,LANEFOLLOW,202.99815368652344,-193.61680603027344,0.0,7.850550651550293,65,0,-2,3.5,37.99999999999997,False
ROUTE_0216,mission_route_waypoint,216,437.315,LANEFOLLOW,204.52841186523438,-193.36561584472656,0.0,10.791247367858887,65,0,-2,3.5,39.99999999999997,False
ROUTE_0217,mission_route_waypoint,217,438.866,LANEFOLLOW,206.0437774658203,-193.03628540039062,0.0,13.731943130493164,65,0,-2,3.5,41.99999999999997,False
ROUTE_0218,mission_route_waypoint,218,440.416,LANEFOLLOW,207.54025268554688,-192.629638671875,0.0,16.672639846801758,65,0,-2,3.5,43.99999999999997,False
ROUTE_0219,mission_route_waypoint,219,441.967,LANEFOLLOW,209.01388549804688,-192.1467742919922,0.0,19.61333656311035,65,0,-2,3.5,45.99999999999997,False
ROUTE_0220,mission_route_waypoint,220,443.518,LANEFOLLOW,210.4608154296875,-191.5889129638672,0.0,22.554033279418945,65,0,-2,3.5,47.99999999999997,False
ROUTE_0221,mission_route_waypoint,221,445.068,LANEFOLLOW,211.87721252441406,-190.9575653076172,0.0,25.49472999572754,65,0,-2,3.5,49.99999999999997,False
ROUTE_0222,mission_route_waypoint,222,446.619,LANEFOLLOW,213.2593536376953,-190.25437927246094,0.0,28.435426712036133,65,0,-2,3.5,51.99999999999997,False
ROUTE_0223,mission_route_waypoint,223,448.17,LANEFOLLOW,214.60360717773438,-189.48121643066406,0.0,31.376121520996094,65,0,-2,3.5,53.99999999999997,False
ROUTE_0224,mission_route_waypoint,224,449.721,LANEFOLLOW,215.90643310546875,-188.64012145996094,0.0,34.31681823730469,65,0,-2,3.5,55.99999999999997,False
ROUTE_0225,mission_route_waypoint,225,451.271,LANEFOLLOW,217.16436767578125,-187.73329162597656,0.0,37.25751495361328,65,0,-2,3.5,57.99999999999997,False
ROUTE_0226,mission_route_waypoint,226,452.822,LANEFOLLOW,218.3741455078125,-186.7631072998047,0.0,40.198211669921875,65,0,-2,3.5,59.99999999999997,False
ROUTE_0227,mission_route_waypoint,227,454.373,LANEFOLLOW,219.53256225585938,-185.73214721679688,0.0,43.13890838623047,65,0,-2,3.5,61.99999999999997,False
ROUTE_0228,mission_route_waypoint,228,455.924,LANEFOLLOW,220.63653564453125,-184.6431121826172,0.0,46.07960510253906,65,0,-2,3.5,63.99999999999997,False
ROUTE_0229,mission_route_waypoint,229,457.474,LANEFOLLOW,221.68321228027344,-183.49888610839844,0.0,49.020301818847656,65,0,-2,3.5,65.99999999999997,False
ROUTE_0230,mission_route_waypoint,230,459.025,LANEFOLLOW,222.66978454589844,-182.30245971679688,0.0,51.96099853515625,65,0,-2,3.5,67.99999999999997,False
ROUTE_0231,mission_route_waypoint,231,460.576,LANEFOLLOW,223.59368896484375,-181.05699157714844,0.0,54.901695251464844,65,0,-2,3.5,69.99999999999997,False
ROUTE_0232,mission_route_waypoint,232,462.127,LANEFOLLOW,224.45249938964844,-179.76577758789062,0.0,57.84238815307617,65,0,-2,3.5,71.99999999999997,False
ROUTE_0233,mission_route_waypoint,233,463.677,LANEFOLLOW,225.24392700195312,-178.43218994140625,0.0,60.783084869384766,65,0,-2,3.5,73.99999999999997,False
ROUTE_0234,mission_route_waypoint,234,465.367,LANEFOLLOW,226.0360107421875,-176.9397430419922,0.0,62.81502151489258,65,0,-2,3.5,75.99999999999997,False
ROUTE_0235,mission_route_waypoint,235,467.172,LANEFOLLOW,226.8428192138672,-175.32485961914062,0.0,64.09021759033203,65,0,-2,3.5,77.99999999999997,False
ROUTE_0236,mission_route_waypoint,236,468.977,LANEFOLLOW,227.61351013183594,-173.69241333007812,0.0,65.36540985107422,65,0,-2,3.5,79.99999999999997,False
ROUTE_0237,mission_route_waypoint,237,470.783,LANEFOLLOW,228.34768676757812,-172.04322814941406,0.0,66.64060974121094,65,0,-2,3.5,81.99999999999997,False
ROUTE_0238,mission_route_waypoint,238,472.588,LANEFOLLOW,229.04495239257812,-170.37811279296875,0.0,67.91580200195312,65,0,-2,3.5,83.99999999999997,False
ROUTE_0239,mission_route_waypoint,239,474.393,LANEFOLLOW,229.70498657226562,-168.69789123535156,0.0,69.19100189208984,65,0,-2,3.5,85.99999999999997,False
ROUTE_0240,mission_route_waypoint,240,476.198,LANEFOLLOW,230.32749938964844,-167.00338745117188,0.0,70.46619415283203,65,0,-2,3.5,87.99999999999997,False
ROUTE_0241,mission_route_waypoint,241,478.003,LANEFOLLOW,230.91212463378906,-165.29547119140625,0.0,71.74139404296875,65,0,-2,3.5,89.99999999999997,False
ROUTE_0242,mission_route_waypoint,242,479.809,LANEFOLLOW,231.45858764648438,-163.57493591308594,0.0,73.01658630371094,65,0,-2,3.5,91.99999999999997,False
ROUTE_0243,mission_route_waypoint,243,481.614,LANEFOLLOW,231.96665954589844,-161.8426971435547,0.0,74.29177856445312,65,0,-2,3.5,93.99999999999997,False
ROUTE_0244,mission_route_waypoint,244,483.419,LANEFOLLOW,232.43601989746094,-160.09954833984375,0.0,75.56697845458984,65,0,-2,3.5,95.99999999999997,False
ROUTE_0245,mission_route_waypoint,245,485.224,LANEFOLLOW,232.86648559570312,-158.34640502929688,0.0,76.84217071533203,65,0,-2,3.5,97.99999999999997,False
ROUTE_0246,mission_route_waypoint,246,487.03,LANEFOLLOW,233.25782775878906,-156.58413696289062,0.0,78.11737060546875,65,0,-2,3.5,99.99999999999997,False
ROUTE_0247,mission_route_waypoint,247,488.835,LANEFOLLOW,233.60986328125,-154.81356811523438,0.0,79.39256286621094,65,0,-2,3.5,101.99999999999997,False
ROUTE_0248,mission_route_waypoint,248,490.64,LANEFOLLOW,233.92239379882812,-153.03561401367188,0.0,80.66776275634766,65,0,-2,3.5,103.99999999999997,False
ROUTE_0249,mission_route_waypoint,249,492.445,LANEFOLLOW,234.19528198242188,-151.25111389160156,0.0,81.94295501708984,65,0,-2,3.5,105.99999999999997,False
ROUTE_0250,mission_route_waypoint,250,494.25,LANEFOLLOW,234.4283905029297,-149.46102905273438,0.0,83.21815490722656,65,0,-2,3.5,107.99999999999997,False
ROUTE_0251,mission_route_waypoint,251,496.056,LANEFOLLOW,234.6216278076172,-147.66616821289062,0.0,84.49334716796875,65,0,-2,3.5,109.99999999999997,False
